text,HATE,NOT,OFFN,PRFN,Race,Religion,Gender,Other,None
and not just soviet jews were among the most important scientists ever since the astronomy schools of babylon,0,1,0,1,0,1,0,0,0
counting the odd woman who masqueraded as a man in military service does not count they went back to being women after discovery is she counting the occasional bull dyke with short hair and who wore men clothes those were lesbians pantsuits are a recent invention,0,0,1,1,0,0,1,0,0
why canada got so many bad bitches and they all from quebec,0,0,1,1,0,0,1,0,0
the us should only accept naturalized immigrants from europe british german french italian dutch swedish norwegian polish hungarian etc south africa boers and the minimum required iq for immigration to the us should be set at and no socialists accepted,0,0,1,1,0,0,0,1,0
new nazi movement,0,1,0,1,0,0,0,0,0
well semites are a race that includes arabs mandaeans syriacs samaritans and jews this is why i consider the term anti semitism as racist as if arabs did not exist instead i say anti jewish bigotry this makes way more sense,0,1,0,0,0,0,0,0,1
done wit yo nigga i just want his wallet,0,1,0,1,0,0,0,0,1
gt goes by she them gt lesbian very panicked lesbian gt no lewd i am a minor gt multishipping with chemistry and or plotting,0,1,0,1,0,0,1,0,0
i can not help but have doubts infantry officer pushing this gay gun control shit he must be a jew,1,0,0,1,0,1,1,0,0
if peaches was white y all wouldn t think she was funny and you would actually want her to get the help she needs,0,1,0,0,1,0,0,0,0
girl i use my email for anything important because that shit too ghetto,0,0,1,1,1,0,0,0,0
he is using a flat projection map to prove that shortest distance would not go through alaska on a globe he then saying it fine in un style map un style map actually makes northern hemisphere similar to globe map southern hemisphere is absolutely retarded on un map though,0,1,0,1,0,0,0,0,1
according to that piranha mouth dyke i am a level gook,1,0,0,1,0,0,1,0,0
shy nd geeky or mean and ghetto,0,0,1,0,1,0,0,0,0
why are they calling muzzrats asians disingenuous as hell,1,0,0,1,0,0,0,0,0
pretty soon the ivy league will be synonymous with the china league because a foolish and stubborn insistence on open borders in perpetuity means studygrind cheating asians gradually taking over all white western schools i am not chinese so i am not happy about this outcome,0,0,1,1,1,0,0,0,0
even if you just have a loose collection of affiliated groups each group is going to have leaders and inevitably leaders will emerge among the group of leaders who end up coordinating the groups this is just human nature debating human nature is retarded,0,1,0,1,0,0,0,0,1
if you still support the small handed nazi nut bag you re one sick ignorant racist mother fucker fucktrumpsupporters,0,0,1,1,0,0,0,0,0
the nigger con taking the gun from the jumped up meter maid and killing her the white male cop is classic proof of the real world lethality of the feminist poison injected by the god damned kikes into the brains of naive women,1,0,0,1,1,1,0,0,0
unironic you are dead kiddo spec ops beret pic extensively educated over compensatory bio obsessed with some nigger called chyna classical liberal peaked during reagan loves kikes viagra blogger has access to computer vlogger owns cell phone will you be my hero,0,1,0,1,0,0,0,0,1
normie will not approve of his kike gassing platform but straight ticket voters going to straight ticket which is usually enough to win,1,0,0,1,0,1,0,0,0
they were inseparable ever since,0,1,0,0,0,0,0,0,1
they are going around right now looking for racist zip codes they are getting into some of the nicest areas here right now full ghetto bullshit coming in diversity divides stl is fucking rough and no white person goes to their neighborhoods for a reason no reason to invite them in ours,1,0,0,1,1,0,0,0,0
current year liberalism see safe spaces metoo white privilege blm rape culture anti racism social media crimethink sanitization etc,0,1,0,1,0,0,0,0,1
as i have said before if you have not been called a kike nigger faggot on gab you are doin it wrong i hope you get better soon flu sucks,1,0,0,1,1,1,1,0,0
yep and that mudshark is going to be punished for race mixing none of their prayers will stop that god hates race mixers and that devil spawn niglet is toast prayers for that animal are not answered nor even heard stupid church cucks,1,0,0,1,1,0,1,0,0
this is why god told his people to kill the queers and he cursed the land that permitted them leviticus,1,0,0,1,0,0,1,0,0
she a radical islamic terrorist nuff said,0,0,1,0,0,1,0,0,0
true freaks and geeks here freaks are scary geeks are questionable and scary lmfao your funny gay nazis whitesupreamist lmfao,0,0,1,1,0,0,1,0,0
if low iq is an argument against immigration and low iq is attributed to poor nutrition we should only accept immigrants from countries with yummy nutritious food,0,0,1,1,0,0,0,1,0
mickey mouse is a faggot,1,0,0,1,0,0,1,0,0
haiti like ghetto shitholes across america is an open financial sewer throw billions at the place and you will not even see where the money went whites do not have the stomach to rule these places like they need to be ruled with strongmen,0,0,1,1,1,0,0,0,0
well i think nigeria would be alright if it wasn t for the moslem group boko haram oil revenues help but then always wants it for themselves i spent weeks in abuja and the city functioned well with people out and about working and relatively productive,0,1,0,1,0,0,0,0,1
mudshark and black diversity,0,0,1,0,0,0,1,0,0
do you honestly think it even remotely possible to vaccinate everyone what about homeless people and illegal immigrants that are not on the books,0,1,0,1,0,0,0,1,0
only whites and asians survive the cold low iq can not do cold weather,0,0,1,0,0,0,0,0,1
correction th grade black girl who said she was held down by three white boys who cut her dreads has admitted her story was false ftfy this is how it was reported by every msm outlet let us not allow the details to be forgotten,0,1,0,1,0,0,0,0,1
lol i know about disproportionate black on black crime the reason i act dismissive with you all because you have no intentions of having a dialouge all you all do is just say nigger times a post and bitch and whine uneducated faggotry from you all mouths,0,0,1,1,1,0,1,0,0
she not an american she a muslim one can not be both a hater of america amp a goat molesters wife,0,0,1,1,0,1,0,0,0
why would any self respecting camel piss guzzling moslem give lurch the horseface the time of day,1,0,0,1,0,1,0,0,0
might as well say an enemy of america since he is enabling the moslem scum banislam,0,0,1,1,0,1,0,0,0
you have never done anything but seek out paul town enemies and get mad because you are friends with a kike who needs help from several people to defend against me,1,0,0,1,0,1,0,0,0
hm somehow i do not care about the opinion of someone whose only tweets about the tribute are abt the white women,0,1,0,1,1,0,1,0,0
mera bachcha app three pakistani children raped and murdered protests in punjab sep the incident happened in kasur district located some km south of lahore in punjab province of pakistan,0,1,0,1,0,0,0,0,1
i know history i know brother wars my family has fought brits and yankees i am over it only a kike would gloat over the deaths of whites i hope you are gang raped by a pack of abos,1,0,0,1,0,1,0,0,0
an observation on the vice article about twitter for racists if their assertions are true and gab represents whiteflight does that mean that twatter has become a worthless ghetto which has caused its stock value to plummet i do not think vice thought through their accusatory implications,0,1,0,1,0,0,0,0,1
deport fr martin to sweden considering he wants for america whom the media jesuits pretend to love the same mass migration that happened to sweden let him tweet from the no go zones and escort white women at night as an act of real charity,0,0,1,1,0,0,0,1,0
we also have similar views on women hey broken clocks being right sometimes and all but it does not change the fact that muslims are gross inbred brown people plus arabs are cousins to jews,0,0,1,1,1,1,0,0,0
ted you grow some balls i bet you hate your name is not smith,0,1,0,1,0,0,0,0,1
becasue pakis and russians work cheaper and are indentured servants due to h1b status rules so they must do as you say or they are deported,0,1,0,1,0,0,0,0,1
i signed up for pandora in a ghetto city and all my ads are aids prevention pills and gun crime psas,0,0,1,0,0,0,0,0,1
better cut the estro kike,1,0,0,1,0,1,0,0,0
hey you socialist cocksuckers make sure you protect all of the little limp wristed left wing faggots from mean scary words,0,0,1,1,0,0,1,0,0
iron man black widow thanos dies in the new avengers movie,0,1,0,0,0,0,0,0,1
good to know that that time when a bunch of blacks gang raped a white girl then pissed on her face while telling her that for years of slavery bitch was by definition not racism,1,0,0,1,1,0,0,0,0
women overall pattern indicates that they want patriarchies that why they want refugees here since whites gave up ours,0,1,0,0,0,0,1,0,0
problem is potus told illegals they could legally vote was this legal no but ca also issues dl to illegal immigrants legally as permitted by state legislature i guess since obama taught constitutional law he knows about a ratification we do not maga speakfreely gabfam,0,1,0,1,0,0,0,1,0
lmao more than half the bitches i see sharing their opinions on cheating are thooters themselves,0,0,1,1,0,0,1,0,0
naxals are as bad as jihadis,0,1,0,0,1,0,0,0,0
lol we just watched an art thing and i said i loved the japanese artist and my dad said did ching chong chinaman draw it love that,1,0,0,1,1,0,0,0,0
mandela was a communist nigger from south africa his wife winnie was a criminal mandela lived too long,1,0,0,1,1,0,0,0,0
clowns in this bitch,0,1,0,1,0,0,0,0,1
memo to globalists you should really do some research about the impeachment process type impeach the president into a search engine and pay particular attention to the first step addendum do you clowns ever wonder why the world is laughing at your retarded ass,0,0,1,1,0,0,0,1,0
funny my gay lover and i had no idea we were homophobes until we came out as trump voters,0,1,0,1,0,0,1,0,0
illegal immigrants r thrown out of every country now if all the muslims r not welcome in muslim countries and will end up going to non muslim countries wat you expect will happen mexicans r not muslims tell me why no muslim immigrant is welcome in ne muslim country,0,1,0,0,0,0,0,0,1
i m still that same yung nia from the ghetto,0,1,0,0,0,0,0,0,1
merry christmas is like whitesupremacy and ready to gas jews jews shit on our traditions diamonds,1,0,0,1,0,1,0,0,0
i stand with brianna brochu because being forced to live with some loud affirmative action sheboon will make even the best of us do crazy things university of hartford justice for jazzy,1,0,0,1,1,0,0,0,0
yes it was them evil dirty white southerners who were responsible for slavery aye kike,1,0,0,1,0,1,0,0,0
saw a pair of bull dykes while shopping today i lol d at them,1,0,0,1,0,0,1,0,0
buying white baps instead of brown because it sunday and i m a crazy mofo who can t be tamed,0,1,0,1,0,0,0,0,1
if biden raped your wife friend would you report on it,0,0,1,1,0,0,0,0,1
yes it is not all about jews lots of heads on the hydra but were there gassings at awwshitz does america get dragged into serving israel,1,0,0,1,0,1,0,0,0
the worst film of hopefully worse than that lesbian ghostbusters variant with that fat nigger a few years back,0,0,1,1,1,0,1,0,0
if we had to choose my wife and i would pick the black nigger,1,0,0,1,1,0,0,0,0
how does bill clinton leave the white house with million dollars in debt when they did not have any money when they went in i guess since they are democrats it ok that he raped not only but america too,0,0,1,1,0,0,0,1,0
ah eurovision is it still girls kissing each other men in dresses it all got so boringly predictable in a lefty sort of way if they want to be really outrageous condemn isis or feminism or gay marriage use some imagination,1,0,0,1,0,0,1,0,0
about normal for this little muzrat lover anything to go against this country and the present government while he has a house in london and a six bedroomed manor house with land in the the country of shropshire nice one corbyn you scummy fake socialist,1,0,0,1,0,1,0,0,0
is muhummad muslim or islam,0,1,0,0,0,0,0,0,1
now i know you are lying because the shit you are pulling here do not fly on that faggot ass website it has not for a long time,0,0,1,1,0,0,0,0,1
lol buying an anti nazi shirt off etsy does not count,0,1,0,1,0,0,0,0,1
the word racism is not an objective term it has no fixed or agreed upon meaning racism is a verbal weapon used chiefly against white people it signifies hostility towards us,0,1,0,1,1,0,0,0,0
every last one with a drop of jew blood how do you actually foment a reasonable theory of who and are not gentlemen when the nazis inducted jews into jugend and put them on the cover of their family oriented magazines,1,0,0,1,0,1,0,0,0
them asian girls that be acting black wit the acrylics the baby hairs laid irk me more than white bitches wit box braids,0,0,1,1,0,0,0,0,0
he fully retarded she christian,0,1,0,1,0,1,0,0,0
the ultimate authority on who is white who is not,0,1,0,1,0,0,0,0,1
sia keka sie i just realised how my friends retard the progress of their fellow mates,0,1,0,1,0,0,0,0,1
chomp chomp is a big black sphere that barks,0,1,0,1,0,0,0,0,1
how almost all of the clothing companies are promoting the downfall of us whites part the nigger is first in the picturewhile the white girls looking dumb and lunatic are in the background company farfetch,0,0,1,1,1,0,0,0,0
bitches be acting like niggas niggas be acting like bitches bitches be loving these niggas,0,0,1,1,0,0,1,0,0
no intentionally left out he have no plans to give citizenship to illegal muslim immigrants since hindu sikh jain buddhist christian will be raped and killed in islamic countries they need refuge here,0,1,0,1,0,0,0,0,1
shut the fuck up nazi,0,0,1,1,0,0,0,0,0
his claim is fucking retarded silicon valley is all social justice warriors and also has produced more wealth than any place in the history of the fucking planet,0,0,1,1,0,0,0,0,1
it is impossible for me to follow the rules on twitter you can not even call girls who shave the sides of their heads ugly dykes anymore,1,0,0,1,0,0,1,0,0
objectively east asians are an upgrade intelligence and the mixes are frequently stunning look at kristin kreuk dutch chinese and hybrid vigor is a thing,0,0,1,1,1,0,0,0,0
ariana this girl been stealing my songs man wtf everglow and stop being stingy bitch,0,0,1,1,0,0,1,0,0
they are welcoming if you are white yes but as it happens they have double the levels of immigration that we do uk approx immigrants aus approx immigrants another misnomer,0,1,0,0,0,0,0,0,1
two liberal dykes morph their boy into a girl this is exactly the first group of people who will be exterminated under sharia law super funny has liberals love minorities and muslims,1,0,0,1,1,1,0,0,0
and ban their entry to this country ever again we can also ditch all the moslem pigs there too fuck the cunts,1,0,0,1,0,1,0,0,0
all you ghetto hoes want to do is fight over these niggas sis get a job,0,0,1,1,1,0,0,0,0
we are going to continue to bullycide the fat stahlhelm and windmill of friendship waving faggots and losers out of this movement we are americans meaning we are white being pure natsoc by giving the jews what they want is stupid kikes have won that imagery battle we are doing something new,0,0,1,1,0,1,0,0,0
was done by israel saudi arabia and jews in american gov t wake up america,0,0,1,0,0,1,0,0,0
joins a hostile social media service and spams retarded posts by the thousands and calls others mentally ill,0,1,0,1,0,0,0,0,1
our very own kuch bhi retard prakash raj leftistsareterrorists islamicterrorism,0,0,1,1,0,1,0,0,0
vk looks interesting i might actually install it however at first glance it does not appear to solve the digital ghetto problem all the information in one place diaspora is shit but it at least tries to solve the digital ghetto but fails note gab does not solve it either,0,1,0,1,0,0,0,0,1
someone should remind the wetback that what he is saying works in both directions means mexico has no borders either,1,0,0,1,1,0,0,0,0
black be bootyful sheboons something even their gorillas do not want nobody wants,1,0,0,1,1,0,0,0,0
a mother who tells her child to play with a diseased child look i know they did not have iphones and computers back then but they were not retarded for fucks sake,0,1,0,1,0,0,0,0,1
at my job yesterday these white boys were running around saying nigger nigger and the mom was like that very in appropriate where did you learn that and he said another boy at school taught it to him saying it was okay to say it,0,1,0,1,0,0,0,0,1
sir i have serious doubts if anything will affect us now we have become thick skinned and callous the way we are so insensitive nothing moves us women get raped minorities get lynched and many among us instead of opposing are busy recording if this is not nadir what is,0,1,0,1,0,0,0,0,1
i am not lol i am categorizing middle school white kids and asians as horrible fighters,0,1,0,1,0,0,0,0,1
i can find a nigger to shit on her bellybutton if she will hold her tits out of the way,1,0,0,1,1,0,0,0,0
my roommate wants chick fil a and we just realized it sunday and this bitch going to say fuck the mormons,0,1,0,1,0,0,0,0,1
got to like the spic sometimes we may want them to go home but at least they hate the degenerate queers as much as us,1,0,0,1,1,0,1,0,0
if the jury had been all white i think they would have fallen for the castle doctrine so i do not think this changes much but it a small step just like the fact cops are actually being arrested although most do not get convicted,0,1,0,1,0,0,0,0,1
saw this at sainsburys i am still trying to work out the motive is it majority of the population demographic need not apply or let empower muslim women to work to try recover the hemoraging welfare state or is it virtue signalling on behalf of the toxic masculine patriarcy,0,1,0,0,0,0,0,0,1
he will do it too nigga do not doubt him,0,1,0,1,0,0,0,0,0
white people need to start caring about their own kind instead of bending over backwards for every jigaboo savage that would gladly kill them for fun or for their cell phone,1,0,0,1,1,0,0,0,0
lemanuel jackson of the retarded nigger branch of the andrew jackson lineage,1,0,0,1,1,0,0,0,0
i wonder if they had to walk out in schools near the ghetto,0,0,1,1,0,0,0,1,0
i d be interested in the role of ship queer if it still going is homosexuality essential though i have never been one although i have transferable skills,0,1,0,1,0,0,0,0,1
you know the type greedy hook nose kike would send a country into famine if the shekels were right,1,0,0,1,0,1,0,0,0
i m coming for you hoe,0,0,1,1,0,0,0,0,1
i have a dream that one day trump supporters will be able to support their president and country without the threat of abuse and assault by the retarded radical left,0,0,1,1,0,0,0,1,0
this film is a retarded oscar bait whore bitch cunt nigger faggot waste of fucking time jennay is a whore,1,0,0,1,1,0,1,0,0
why he can not get a hoe that work minus the crazy,0,0,1,1,0,0,1,0,0
trump is big faggot,0,0,1,1,0,0,1,0,0
you are fucking retard,0,0,1,1,0,0,0,0,1
just remember they believe all whites are racists which justifies the destruction of all statues of white people,0,0,1,0,0,0,0,0,1
look how quick nasshead co under bussed that troubled kid oh it happened but she must have taken a payoff from that white devil pence,0,1,0,1,0,0,0,0,1
the danger is the purity spiral against any romantic sexual interaction between men and women in most social space that is what is driving this as hollywood finally must conform to the new puritanism imposed by man hating dykes on everyone else since not talking about actual sexual assault,0,1,0,1,0,0,1,0,0
my money on a muslim immigrant could be wrong but doubtful,0,1,0,0,0,0,0,0,1
i so agreed with what he said it wasn t extraordinary it wasn t special he did his effing job as anybody would have in the same situation tired of them canonizing and romanticizing this hillbilly cousin marrying buffoon,0,1,0,1,0,0,0,0,1
rapture theology tightly interwoven with ideas about the rebirth of israel has inoculated nearly every non mainline protestant denomination against anti semitism meanwhile the mainlines have been infiltrated and are currently obsessed with muzzies and trannies xianity has collapsed,1,0,0,1,0,1,0,1,0
i despise it when news personalities like lauren southern say they are not refugees they are economic migrants no you dumb kike bitch they are i n v a d e r fuck it after what happened to pamela shoot them if they do not leave,1,0,0,1,0,1,1,1,0
faith goldy alt lite anti illegal rapefugee march on the gaybec jew york border actually ended with a chinaman singing the cucknadian national anthem ffs the absolute state of clown world,1,0,0,1,0,0,0,1,0
you bitch niggas actin hard you remind me of sum dykes,0,0,1,1,0,0,1,0,0
and will do it again like nigga backwards,0,1,0,1,0,0,0,0,1
dude this show was retarded what was good,0,0,1,1,0,0,0,0,1
imagine eating a muzzie salad,1,0,0,0,0,1,0,0,0
tommy robinson and britain first do more good to bring violence toward woman girl and children in open so people will not tell you i do,0,1,0,0,0,0,0,0,1
people asking me how i am doing and i just start screaming nigger,0,1,0,1,0,0,0,0,1
also you may be slightly correct with black on black crime but let us bring up the fact that white people are serial killers and actually plan out thier murders and be mentally i will while doing so blacks are not known for premeditated murder,0,1,0,1,0,0,0,0,1
i love trump he cares immigration the undocumented immigrants and all that comes with it the military veterans and making it strong and stronger maga always putting americafirst does not turn his back on cruel leader like iran nk letting kim know do not threaten my people on my watch,0,1,0,1,0,0,0,1,0
facts lmao you should put fact in there like a twitter nigger claiming he descended from egyptian royalty was this post an example of your originality and wit bc frankly it tiresome waiting for some of it and i think you misled me,1,0,0,1,1,0,0,0,0
fuck your country bunch of goatfuckers,1,0,0,1,1,1,0,0,0
true if you go thru a drive thru an there a nigger there you gon get aids,1,0,0,1,1,0,0,0,0
the royals can go fuck themselves spitting on our traditions for a diseased sjw blm whore getting hitched to a parasite last week at cost of million of our money vowing to defend islam while our children are gang raped by savages,0,0,1,1,0,1,0,0,0
i mean i guess they could do that i am just thinking that these guess are kike funded,1,0,0,1,0,1,0,0,0
she looks like a something trailer trash single mother of,0,0,1,1,0,0,0,0,1
back on gab after another fucking coons age,1,0,0,1,1,0,0,0,0
hit that like button if you think being a lesbian is kind of hot,0,1,0,1,0,0,0,0,1
anti muslims feel so happy that muslim ummah is weak and sleeping and is worrying for economy crisis no doubts india is a big consumer market for greedy western muslim countries so they are ignoring oppression with minorities by modi hitler in kashmir under threat india,1,0,0,1,0,0,0,0,0
i hate you so much i am choking over here,0,1,0,1,0,0,0,0,1
i am no longer able to function in this jew nigger twat culture my hero is colonel kurtz and i am not long for this world have travelled the planet and feel more alien in kalifornia than i ever have in the deepest indonesian jungles,1,0,0,1,0,1,0,0,0
yeo on god us that day them white peoples church came and had all of us confused,0,1,0,0,0,0,0,0,1
you know sacramento is ghetto as fuck when you re not even faced by homeless crackheads tryin to jump of capitol bridge,1,0,0,1,0,0,0,1,0
god of israel is a faggot he a joke,1,0,0,1,0,1,1,0,0
leave it to christians to send women to die in war because they do not want them opressed of course i am joking but i am sure it hard to tell for some,0,0,1,0,0,0,1,0,0
dear muslims take heed on your actions because much is to be said to a country who has shooting ranges and women can shoot back and men can shoot natshit out of pepper so get on ur rug and pray you are going to need it,1,0,0,1,0,1,0,0,0
free speech is not good certain opinions and speech should be illegal punishable by several years to life in prison and for especially heinous hate speech death penalty so shut the fuck up faggot,0,0,1,1,0,0,1,0,0
begone ching chong,0,0,1,1,1,0,0,0,0
i went to the post office today and asked the lb sheboon behind the counter how much faster a letter to amarillo would get there if i used express mail her exact reply mayne you really expeck me ta know diss,0,0,1,1,1,0,0,0,0
bro why do asians have a low alcohol tolerance this is not fair,0,0,1,1,1,0,0,0,0
ahem so can anyone recommend any resources esp fun encouraging things on the internet for v soft queer trans men other trans masc people,0,1,0,1,0,0,0,0,1
because these niggas pussy and i am hard,0,1,0,1,0,0,0,0,1
tf y all get saying everything ghetto from,0,1,0,0,0,0,0,0,1
i know it bullshit a sheboon can torture a white disabled man because she hates white people and she just gets probation if a white person commits some light vandalism and throws some bacon around they get years in the fucking slammer,1,0,0,1,1,0,0,0,0
you all actually going around thinking asians are white,0,1,0,0,0,0,0,0,1
postmodernist marxists believe whites are dominant by evil means must be brought down so whole world can flourish alt right believe that jews are conspiring to destroy white race that immigrants are being brought in to replace whites these positions are not exactly rational but are related,0,0,1,1,1,1,0,0,0
that number includes other than jews too dude like catholics commies gypsy mentally retarded and anybody that gave the nazis political problems estimated jews eradication at million the rest everyone else the nazis did not just kill jews in those camps,0,1,0,1,0,1,0,0,0
niggerchomp is not a chink she a white american dog,1,0,0,1,1,0,0,0,0
this is not a mosque a simple islamic architecture palace,0,1,0,0,0,1,0,0,0
you are a nobody kike faggot delta male emo bitch who gives a fuck enough about you to even try no one fucking twat,1,0,0,1,0,1,1,0,0
no fuckyouandthehorseyourodeinon and while we are at it you are removed from my followers muted for being a retarded homosexual,0,0,1,1,0,0,1,0,0
the eu nazi germany jihadists will suck uk dry faster than zuma his jihadis did to south africa via the gupta dalit arabs it ll be mass rape,1,0,0,1,1,0,0,0,0
i am done for know i will get the name of what this part of the war is called please just look closely at everything i promise you will find muscum in the middle of everything happening,0,1,0,1,0,0,0,0,1
and i have had enough of african women like afua hirsch living in my country end racism forever separate the races,0,0,1,0,1,0,0,0,0
and they could not even get attractive models to wear those retarded crayon scratching designs,0,1,0,1,0,0,0,0,1
true story sitting in the steamroom at my gym with a nigger today we had a conversation or at least tried i asked the nigger what he usually thinks about he said mostly sex and getting high and sometimes food,0,0,1,1,1,0,0,0,0
paul i like you and appreciate what you are doing but you are being a retard right now,0,0,1,1,0,0,0,0,1
nazi electric chair holocaust weremember holocaustmemorialday neverforget,0,1,0,1,0,0,0,0,1
it bullshit rationalizing for their continued sinecures go to any high iq college or corporate campus and you will notice the indians sticking with the indians the asians with the asians the token diversity with the token diversity and the whites angling to add a nonwhite to their social group,0,1,0,1,0,0,0,0,1
my guess is that if she did get raped she would not murder the innocent baby many do not,0,1,0,1,0,0,1,0,0
zia illuminates how dynamics of gender and trauma in kashmir have been transformed in the face of south asia longest running conflict providing profound insight into how kashmiri women men nurture a politics of resistance while facing increasing military violence under india,0,1,0,1,0,0,0,0,1
i agree there is a new aggressive ugly vile trend in pornography however it features white women being beaten raped sodomized degraded and pissed on often by blacks or mexicans while their white husbands watch nothing new i know but now it is more popular than ever not good,0,0,1,1,1,0,1,0,0
then what do you say about modi forceful intervention in iok boys taken to concentration camps women raped curfew etc etc is not modi patronizing a zionist ideology i do not think true hinduism preaches mass killing,0,1,0,1,0,0,0,0,1
white people stole the land so you re an immigrant,0,1,0,0,0,0,0,1,0
keep that nigger love up faggot you are at half your projected income try banning some more content fuck boy,0,0,1,1,1,0,1,0,0
they were niglet babies i am not saying it is not awful but it pretty much normal behavior for ghetto monkeys,1,0,0,1,1,0,0,0,0
djt will go down as a great president if the next are like the st year george washington was the greatest ever and none since will unseat his legacy ovomit the fag muzzie was the worst ever and jimmy carter the nd worst ever,1,0,0,1,0,0,1,0,0
i swear i be chilling i don t mess with married women but got damn you hoes so fraud to yo husbands,0,0,1,1,0,0,1,0,0
my problem with these kike lovers is not what they are not doing they are punching right that the problem if they want to keep their fuckin mouths shut fine,1,0,0,1,0,1,0,0,0
worship the almighty foot faggot worship master oz86 skype,0,0,1,1,0,0,1,0,0
dani ceballos looks like his shoes are too big for him coming like it pe in year,0,1,0,1,0,0,0,0,1
the noodle is muzzy looks like lol off to dr appointment see you in a few,1,0,0,0,0,1,0,0,0
i thought the photo was of the post office in ostia where soviet refugees converged in evenings to share info and support one another on emotional level i do not remember refugee camps in ostia or rome haias nayana would give stipend to rent apartments but that was in,0,1,0,1,0,0,0,0,1
did she show solidarity with the white farmers who are being brutally raped and murdered en masse,0,1,0,1,0,0,0,0,1
iron cross is not nazi but who cares anymore right,0,1,0,1,0,0,0,0,1
who does the inch shoulders hipster faggot remind you of and yes he obsessed with yoga see pic,0,0,1,1,0,0,1,0,0
black people placed in world strongest man in in fact the top in every wsm event is strictly european white no hispanics or blacks or asians lol you mad,0,0,1,0,1,0,0,0,0
ghetto corner whore do you know your trailer is whiter than you rolf,1,0,0,1,0,0,1,0,0
tsurumarus a conservative evangelic baptist confederate redneck with sex toes on his right foot and missing half of his teeth,0,0,1,1,1,0,0,0,0
what would happen if moslem women were kicked down subway stairs oh wait they stay at home because their husbands or other male relatives will not give them permission to leave bad example,0,0,1,1,0,1,0,0,0
yes and no the real issue is redistribution of wealth ideally all immigrants would initially be ineligible for food stamps health insurance etc in ca proposition187 did that it passed by points only to be overturned by the surprise thcircuit starvethebeast fix the problem,0,1,0,1,0,0,0,1,0
well fuck you too hoe,0,1,0,1,0,0,1,0,0
there are c million moslems in uk do not work were not born in uk support moslem suicide bombers are moslem jihadis moslems are nothing but a drain on uk taxpayers whilst we pay for moslems to kill us deport the lot moslems are the problem bluehand trump,1,0,0,1,0,1,0,0,0
should martin shkreli get raped in prison,1,0,0,1,0,0,0,0,1
the smarter white persians suffering the consequences their dumber fellows under islam ironically the average european white is being held down by their smarter fellows that are obsessed with virtue signaling and equality and their disdain for their own people,0,0,1,0,0,1,0,0,0
oh so not only a sjw but a nigger lover on top,1,0,0,1,1,0,0,0,0
this is a fucking terrible idea,0,1,0,1,0,0,0,0,1
why would a stud suck a strap that gay as hell lmao,0,0,1,1,0,0,1,0,0
so holocaust denial is now a crime in germany and the jews at aipac are now pushing for american laws that make it illegal to boycott israel then i say it is open season on jews once again fuck their shapeshifting perfidious seditious tribal destructive ways jewishfilth,1,0,0,1,0,1,0,0,0
the faggot shaun king larps as a nigger but he just a two bob cunt seems totally acceptable to me,1,0,0,1,1,0,0,1,0
got a lot of them niggers you better and it active yeah popping willies on the wall i am saying,1,0,0,1,1,0,0,0,0
you are arguing that white people willfully stop black people from succeeding do you even read your own posts why bother is built into the black ghetto culture you have to seek self betterment rather than teach grabbing from others dnc tells the black community they must grab,0,0,1,0,1,0,0,0,0
how else is a nigger actress going to get a job aside from black woman does dance for visiting white person,1,0,0,1,1,0,0,0,0
my family crest is a fucking dragon bitch,0,1,0,1,0,0,0,0,1
true lotta coons in antifa,1,0,0,1,1,0,0,0,0
i heard you hate joows you a muzzie hon,1,0,0,1,0,1,0,0,0
low iq mad maxine living up to her dumb nigger name,0,0,1,1,1,0,0,0,0
i hate you,0,1,0,0,0,0,0,0,1
of course if you are a homosexual clothing designer or activist you seek to design women clothing in such a way that regresses women to a state of looking like little boys is that healthy well to leftists it is this too shall pass maga redpill,0,1,0,1,0,0,0,0,0
meh is a hybrid of some weird variety added smidgen of white admixture just enough to make him think he better than the average sandnigger he got a real thing for dothead trannies why he wants to talk to nazis like you and anglin is just perverted,1,0,0,1,1,0,0,0,0
futurama episode about gang violence you all were reaching too hard and it very stereotypical and ignorant and needs to be banned of air,0,1,0,1,0,0,0,0,1
yes stay off the streets history shows that communists will escalate the violence far beyond what we have seen counter protests only give their media cohorts the opportunity to frame retaliation as instigation there are more effective ways to respond,0,1,0,1,0,0,0,0,1
ah poor kurt i am retarded seizure man i am pretty sure picking on the special kids is frowned upon,0,0,1,1,0,0,0,0,1
trash that queer lgbt people feel the need to find someone in our community to oppress like fuckin stop that shit it ugly,1,0,0,1,0,0,1,0,0
if that makes me racist someone buy me a white pointed hat,0,0,1,0,0,0,0,0,1
moslems are not allowed to codemn the terrorists all moslems are to commit violent war jihad the main jihad btw and the only guaranteed path to moslem paradise as long as some in the community are doing this jihad terror it absolves the rest of their responsibility hence the silence,1,0,0,0,0,1,0,0,0
tim kaine wishes yr old refugee had a gun maga,0,1,0,0,0,0,0,1,0
okay and i hope the same happens to you kike faggot,1,0,0,1,0,1,1,0,0
i get my car nd i m back mobile today bitches,0,1,0,1,0,0,0,0,1
it time our side takes the moral low road and start lying too i mean it can not be so difficult to pay some beaner bitch or kids to make rape allegations against democrats,1,0,0,1,1,0,0,0,0
so a kike banned you from twitter and you come over to a platform full of jew hating nazis to complain about nazis what the fuck,1,0,0,1,0,1,0,0,0
